From Date,To Date,PM2.5,PM10,NOx,SO2
02-02-2025 02:00,02-02-2025 03:00,139.94,236.46,33.93,17.36
02-02-2025 03:00,02-02-2025 04:00,135.49,220.6,33.06,18.35
02-02-2025 04:00,02-02-2025 05:00,133.04,224.75,31.05,15.79
02-02-2025 05:00,02-02-2025 06:00,127.91,226.58,29.14,16.38
02-02-2025 06:00,02-02-2025 07:00,121.84,213.59,29,13.07
02-02-2025 07:00,02-02-2025 08:00,116.17,201.91,30.5,14.57
02-02-2025 08:00,02-02-2025 09:00,122.45,205.1,27.54,15.14
02-02-2025 09:00,02-02-2025 10:00,124.71,209.72,31.95,17.8
02-02-2025 10:00,02-02-2025 11:00,119.47,214.09,26.55,19.89
02-02-2025 11:00,02-02-2025 12:00,113.81,207.77,21.44,17.98
02-02-2025 12:00,02-02-2025 13:00,132.69,183.97,20.9,14.1
02-02-2025 13:00,02-02-2025 14:00,120.13,156.42,22,22.2
02-02-2025 14:00,02-02-2025 15:00,108.76,143.5,27.32,33.22
02-02-2025 15:00,02-02-2025 16:00,97.93,136.56,29,34.28
02-02-2025 16:00,02-02-2025 17:00,103.55,131.41,24.12,16.84
02-02-2025 17:00,02-02-2025 18:00,102.56,132.86,28.57,18.43
02-02-2025 18:00,02-02-2025 19:00,100.37,146.27,79.66,22.21
02-02-2025 19:00,02-02-2025 20:00,112.53,299.38,80.65,25.62
02-02-2025 20:00,02-02-2025 21:00,131.06,362.08,52.4,20.65
02-02-2025 21:00,02-02-2025 22:00,130.94,244.57,38.32,18.42
02-02-2025 22:00,02-02-2025 23:00,112.57,154.53,35.74,13.06
02-02-2025 23:00,03-02-2025 00:00,97.29,134.59,44.18,18.71
03-02-2025 00:00,03-02-2025 01:00,91.45,138.62,41.2,14.59
03-02-2025 01:00,03-02-2025 02:00,93.24,149.91,43.64,16.2
03-02-2025 02:00,03-02-2025 03:00,89.98,162.65,44.37,14.52
03-02-2025 03:00,03-02-2025 04:00,85.91,163,40.09,15.46
03-02-2025 04:00,03-02-2025 05:00,82.55,160.89,38.38,12.66
03-02-2025 05:00,03-02-2025 06:00,85.78,168.64,38.23,14.27
03-02-2025 06:00,03-02-2025 07:00,96.83,182.2,44.66,14.17
03-02-2025 07:00,03-02-2025 08:00,98.03,189.54,43.98,29.04
03-02-2025 08:00,03-02-2025 09:00,112.45,221.57,40.32,60.62
03-02-2025 09:00,03-02-2025 10:00,121.88,244.94,38.09,85.86
03-02-2025 10:00,03-02-2025 11:00,121.6,243.35,26.24,32.97
03-02-2025 11:00,03-02-2025 12:00,109.48,218.29,21.35,18.87
03-02-2025 12:00,03-02-2025 13:00,None,None,24.69,18.55
03-02-2025 13:00,03-02-2025 14:00,63.83,124.42,20.01,18.59
03-02-2025 14:00,03-02-2025 15:00,63.16,120.45,21.96,21.86
03-02-2025 15:00,03-02-2025 16:00,60.7,113.1,22,20.98
03-02-2025 16:00,03-02-2025 17:00,56.47,107.78,23.04,16.17
03-02-2025 17:00,03-02-2025 18:00,54.94,95.17,28.35,12.97
03-02-2025 18:00,03-02-2025 19:00,60.98,96.39,37.31,15.85
03-02-2025 19:00,03-02-2025 20:00,72.01,123.6,53,18.31
03-02-2025 20:00,03-02-2025 21:00,80.5,143.61,46.16,17.32
03-02-2025 21:00,03-02-2025 22:00,87.65,150.06,53.76,22.1
03-02-2025 22:00,03-02-2025 23:00,89.05,152.62,40.61,14.57
03-02-2025 23:00,04-02-2025 00:00,84.84,153.32,43.7,15.06
04-02-2025 00:00,04-02-2025 01:00,82.22,148.28,58.27,14.04
04-02-2025 01:00,04-02-2025 02:00,81.68,143.57,None,None
04-02-2025 02:00,04-02-2025 03:00,88.66,151.06,46.09,10.25
04-02-2025 03:00,04-02-2025 04:00,93.5,160.05,40.28,6.58
04-02-2025 04:00,04-02-2025 05:00,113.69,179.34,42.78,7.37
04-02-2025 05:00,04-02-2025 06:00,145.95,227.89,41.79,5.37
04-02-2025 06:00,04-02-2025 07:00,149.44,241.6,37.07,8.75
04-02-2025 07:00,04-02-2025 08:00,126.01,223.35,38,15.98
04-02-2025 08:00,04-02-2025 09:00,117.29,215.05,34.34,44.14
04-02-2025 09:00,04-02-2025 10:00,116.23,211.28,27.72,35.82
04-02-2025 10:00,04-02-2025 11:00,106.81,199.13,21.45,15.21
04-02-2025 11:00,04-02-2025 12:00,94.16,179.97,22.82,17.34
04-02-2025 12:00,04-02-2025 13:00,87.08,166.45,None,23.57
04-02-2025 13:00,04-02-2025 14:00,83.92,156.29,18.57,17.02
04-02-2025 14:00,04-02-2025 15:00,90.88,145.28,20.05,10.18
04-02-2025 15:00,04-02-2025 16:00,97.28,136.52,19.51,8.09
04-02-2025 16:00,04-02-2025 17:00,90.09,126.56,21.42,8.61
04-02-2025 17:00,04-02-2025 18:00,80.93,115.33,28.66,10.47
04-02-2025 18:00,04-02-2025 19:00,77.88,116.79,67.64,11.83
04-02-2025 19:00,04-02-2025 20:00,79.81,142.78,66.44,17.92
04-02-2025 20:00,04-02-2025 21:00,95.91,184.04,76.89,15.86
04-02-2025 21:00,04-02-2025 22:00,119.76,223.52,72.9,18.69
04-02-2025 22:00,04-02-2025 23:00,130.82,240.77,54.93,13.24
04-02-2025 23:00,05-02-2025 00:00,121.32,225.94,47.58,13.02
05-02-2025 00:00,05-02-2025 01:00,101.72,187.55,42.16,12.67
05-02-2025 01:00,05-02-2025 02:00,96.52,172.87,37.77,18.89
05-02-2025 02:00,05-02-2025 03:00,96.53,175.14,36.62,12.7
05-02-2025 03:00,05-02-2025 04:00,100.81,183.05,38.82,13.94
05-02-2025 04:00,05-02-2025 05:00,104.98,189.5,35.11,13.14
05-02-2025 05:00,05-02-2025 06:00,110.22,192.43,33.83,13.59
05-02-2025 06:00,05-02-2025 07:00,111.56,193.13,40.19,12.93
05-02-2025 07:00,05-02-2025 08:00,110.9,198.46,50.48,34.44
05-02-2025 08:00,05-02-2025 09:00,111.18,204.05,37.38,39.99
05-02-2025 09:00,05-02-2025 10:00,113.31,208.69,32.2,40.15
05-02-2025 10:00,05-02-2025 11:00,126.21,209.05,31.98,34.15
05-02-2025 11:00,05-02-2025 12:00,133.84,197.05,30.26,44.51
05-02-2025 12:00,05-02-2025 13:00,None,None,24.53,26.64
05-02-2025 13:00,05-02-2025 14:00,88.77,150.07,26.04,34.61
05-02-2025 14:00,05-02-2025 15:00,113.88,151.29,25.57,32.6
05-02-2025 15:00,05-02-2025 16:00,106.53,139.25,23.39,25.06
05-02-2025 16:00,05-02-2025 17:00,87.32,125.32,31.53,29.32
05-02-2025 17:00,05-02-2025 18:00,77.01,118.27,44.25,31.34
05-02-2025 18:00,05-02-2025 19:00,76.9,138.74,100.6,25.63
05-02-2025 19:00,05-02-2025 20:00,86.47,167.83,75.32,23.49
05-02-2025 20:00,05-02-2025 21:00,94.09,189.77,78.07,22.72
05-02-2025 21:00,05-02-2025 22:00,100.22,218.21,94.45,20.77
05-02-2025 22:00,05-02-2025 23:00,111.71,244.97,112.68,21.08
05-02-2025 23:00,06-02-2025 00:00,118.82,259.86,78.98,19.82
06-02-2025 00:00,06-02-2025 01:00,111.19,231.07,49.49,17.2
06-02-2025 01:00,06-02-2025 02:00,105.41,214.27,54.02,19.85
06-02-2025 02:00,06-02-2025 03:00,96.75,194.54,35.27,18.51
06-02-2025 03:00,06-02-2025 04:00,85.21,160.88,32.32,15.78
06-02-2025 04:00,06-02-2025 05:00,80.2,145.98,28.44,14.32
06-02-2025 05:00,06-02-2025 06:00,80.31,149.15,26.11,13.24
06-02-2025 06:00,06-02-2025 07:00,79.27,152.69,26.24,17.64
06-02-2025 07:00,06-02-2025 08:00,76.13,151.49,23.25,16.96
06-02-2025 08:00,06-02-2025 09:00,72.68,148.31,22.56,19.32
06-02-2025 09:00,06-02-2025 10:00,73.62,143.56,20.87,14.2
06-02-2025 10:00,06-02-2025 11:00,93.53,146.69,24.86,25.04
06-02-2025 11:00,06-02-2025 12:00,109.17,151.31,26.57,33.29
06-02-2025 12:00,06-02-2025 13:00,109.72,146.63,21.64,33.01
06-02-2025 13:00,06-02-2025 14:00,102.99,135.72,23.33,34.45
06-02-2025 14:00,06-02-2025 15:00,100.25,127.36,22.29,17.24
06-02-2025 15:00,06-02-2025 16:00,97.15,124.03,22.42,17.99
06-02-2025 16:00,06-02-2025 17:00,79.6,114.01,23.92,16.7
06-02-2025 17:00,06-02-2025 18:00,71.48,105.38,32.41,17.69
06-02-2025 18:00,06-02-2025 19:00,71.43,111.13,39.58,11.84
06-02-2025 19:00,06-02-2025 20:00,72.64,126.52,48.23,19.28
06-02-2025 20:00,06-02-2025 21:00,77.19,139.5,38.54,21.12
06-02-2025 21:00,06-02-2025 22:00,84.07,153.76,46.8,25.52
06-02-2025 22:00,06-02-2025 23:00,88.25,162.9,43.54,22.79
06-02-2025 23:00,07-02-2025 00:00,87.91,163.7,42.38,26.92
07-02-2025 00:00,07-02-2025 01:00,82.18,156,45.59,22.68
07-02-2025 01:00,07-02-2025 02:00,82.44,154.94,38.8,19.74
07-02-2025 02:00,07-02-2025 03:00,88.1,168.14,34.72,21.26
07-02-2025 03:00,07-02-2025 04:00,90.78,170.41,24.65,15.46
07-02-2025 04:00,07-02-2025 05:00,83.96,164.96,21.55,10.87
07-02-2025 05:00,07-02-2025 06:00,75.68,147.87,21.7,18.2
07-02-2025 06:00,07-02-2025 07:00,69.22,132.51,22.08,13.59
07-02-2025 07:00,07-02-2025 08:00,65.85,129.43,29.14,26.62
07-02-2025 08:00,07-02-2025 09:00,64.76,127.9,23.78,27.39
07-02-2025 09:00,07-02-2025 10:00,68.67,131.75,23.66,31.61
07-02-2025 10:00,07-02-2025 11:00,70.58,131.52,22.12,18.79
07-02-2025 11:00,07-02-2025 12:00,69.27,127.77,21.98,19.52
07-02-2025 12:00,07-02-2025 13:00,64.19,131,22.42,21.77
07-02-2025 13:00,07-02-2025 14:00,65.6,129.31,21.15,25.42
07-02-2025 14:00,07-02-2025 15:00,65.9,128.56,21.61,19.42
07-02-2025 15:00,07-02-2025 16:00,67.06,123.39,23.04,21.66
07-02-2025 16:00,07-02-2025 17:00,61.29,109.03,23.76,11.19
07-02-2025 17:00,07-02-2025 18:00,58.95,86.09,27.68,13.61
07-02-2025 18:00,07-02-2025 19:00,56.84,79.88,38.42,12.37
07-02-2025 19:00,07-02-2025 20:00,57.27,95.53,37.35,14.24
07-02-2025 20:00,07-02-2025 21:00,59.74,105.88,40.65,10.88
07-02-2025 21:00,07-02-2025 22:00,58.36,95.97,34.44,11.83
07-02-2025 22:00,07-02-2025 23:00,58.78,104.93,35.27,13.64
07-02-2025 23:00,08-02-2025 00:00,58.92,109.33,34.89,18.05
08-02-2025 00:00,08-02-2025 01:00,64.41,120.71,34.81,13.57
08-02-2025 01:00,08-02-2025 02:00,83.05,165.32,34.06,15.71
08-02-2025 02:00,08-02-2025 03:00,88.85,184.47,34.08,13.99
08-02-2025 03:00,08-02-2025 04:00,85.62,177.56,33.47,14.91
08-02-2025 04:00,08-02-2025 05:00,76.29,156.52,30.24,11.98
08-02-2025 05:00,08-02-2025 06:00,74,144.36,26.45,14.05
08-02-2025 06:00,08-02-2025 07:00,76.5,146.95,32.05,16.01
08-02-2025 07:00,08-02-2025 08:00,93.7,182.71,33.69,28.34
08-02-2025 08:00,08-02-2025 09:00,98.78,200.68,28.37,29.27
08-02-2025 09:00,08-02-2025 10:00,96.29,194.04,25.38,25.37
08-02-2025 10:00,08-02-2025 11:00,90.96,183.44,21.03,11.82
08-02-2025 11:00,08-02-2025 12:00,86.18,163.25,22.12,22.12
08-02-2025 12:00,08-02-2025 13:00,75.81,136.21,23.46,27.14
08-02-2025 13:00,08-02-2025 14:00,70.47,119.44,24.77,35.36
08-02-2025 14:00,08-02-2025 15:00,69.24,109.98,21.21,13.91
08-02-2025 15:00,08-02-2025 16:00,67.93,103,19.97,10.05
08-02-2025 16:00,08-02-2025 17:00,63.88,98.71,19.8,10.06
08-02-2025 17:00,08-02-2025 18:00,65.73,91.83,24.96,10.79
08-02-2025 18:00,08-02-2025 19:00,67.03,89.27,37.41,13.85
08-02-2025 19:00,08-02-2025 20:00,64.48,108.3,52.65,23.18
08-02-2025 20:00,08-02-2025 21:00,75.54,132.97,53.21,16.3
08-02-2025 21:00,08-02-2025 22:00,82.73,140.69,42.67,15.88
08-02-2025 22:00,08-02-2025 23:00,81.53,141.06,44.66,12.74
08-02-2025 23:00,09-02-2025 00:00,83.55,146.04,50.31,19.16
09-02-2025 00:00,09-02-2025 01:00,83.17,151.3,41.68,15.74
09-02-2025 01:00,09-02-2025 02:00,86.24,154.93,40.22,14.3
09-02-2025 02:00,09-02-2025 03:00,88.55,159.47,37.96,11.98
09-02-2025 03:00,09-02-2025 04:00,88.78,160.06,33.26,12.89
09-02-2025 04:00,09-02-2025 05:00,86.98,161.47,38.52,10.37
09-02-2025 05:00,09-02-2025 06:00,92.63,174.04,44.83,20.69
09-02-2025 06:00,09-02-2025 07:00,98.84,182.33,38.85,16.08
09-02-2025 07:00,09-02-2025 08:00,99.72,187.33,43.06,25
09-02-2025 08:00,09-02-2025 09:00,96.18,196.12,42.38,52.97
09-02-2025 09:00,09-02-2025 10:00,112.39,228.09,38.74,94.97
09-02-2025 10:00,09-02-2025 11:00,121.93,239.98,27.45,37.33
09-02-2025 11:00,09-02-2025 12:00,108.87,217.13,30.79,54.02
09-02-2025 12:00,09-02-2025 13:00,91.95,174.54,23.88,26
09-02-2025 13:00,09-02-2025 14:00,96.44,144.71,22.78,27.3
09-02-2025 14:00,09-02-2025 15:00,96.78,131.35,22.39,21.65
09-02-2025 15:00,09-02-2025 16:00,96.14,121.63,24.16,25.49
09-02-2025 16:00,09-02-2025 17:00,89.65,110.81,24.77,16.87
09-02-2025 17:00,09-02-2025 18:00,89.87,103.84,26.7,16.45
09-02-2025 18:00,09-02-2025 19:00,94.02,110.03,71.48,17.18
09-02-2025 19:00,09-02-2025 20:00,105.5,233.77,121.75,27.76
09-02-2025 20:00,09-02-2025 21:00,109.92,274.37,33.98,20.04
09-02-2025 21:00,09-02-2025 22:00,102.87,197.67,33.47,16.27
09-02-2025 22:00,09-02-2025 23:00,92.09,146.96,32.57,13.72
09-02-2025 23:00,10-02-2025 00:00,86.58,143.8,34.04,12.06
10-02-2025 00:00,10-02-2025 01:00,82.12,151.05,33.33,10.42
10-02-2025 01:00,10-02-2025 02:00,81.05,149.88,44.2,11.2
10-02-2025 02:00,10-02-2025 03:00,82.48,154.97,52.32,9.04
10-02-2025 03:00,10-02-2025 04:00,81.76,158.92,33.8,11.83
10-02-2025 04:00,10-02-2025 05:00,83.97,164.56,42.7,9.89
10-02-2025 05:00,10-02-2025 06:00,89.39,171.66,46.54,12.67
10-02-2025 06:00,10-02-2025 07:00,90.6,176.23,36.42,15.25
10-02-2025 07:00,10-02-2025 08:00,94.4,178.41,40.06,42.22
10-02-2025 08:00,10-02-2025 09:00,103.51,197.68,41.28,54.61
10-02-2025 09:00,10-02-2025 10:00,121.17,230.55,39.65,73.74
10-02-2025 10:00,10-02-2025 11:00,136.2,256.63,42.44,89.96
10-02-2025 11:00,10-02-2025 12:00,130.81,257.27,40.11,80.97
10-02-2025 12:00,10-02-2025 13:00,125.86,253.74,24.62,5.24
10-02-2025 13:00,10-02-2025 14:00,87.85,168.21,22.42,20.93
10-02-2025 14:00,10-02-2025 15:00,87.93,167.59,24.73,27.99
10-02-2025 15:00,10-02-2025 16:00,83.66,167.82,23.22,36.23
10-02-2025 16:00,10-02-2025 17:00,73.27,177.97,30.25,32.89
10-02-2025 17:00,10-02-2025 18:00,87.91,182.1,46.03,30.58
10-02-2025 18:00,10-02-2025 19:00,99.39,219.33,68.66,30.82
10-02-2025 19:00,10-02-2025 20:00,151.19,288.55,67.3,41.71
10-02-2025 20:00,10-02-2025 21:00,129.57,246.83,44.25,26.53
10-02-2025 21:00,10-02-2025 22:00,112.06,185.58,63.04,36.27
10-02-2025 22:00,10-02-2025 23:00,124.32,247.25,57.23,24.95
10-02-2025 23:00,11-02-2025 00:00,135.75,282.1,76.44,22.83
11-02-2025 00:00,11-02-2025 01:00,137.81,280.98,76.47,20.09
11-02-2025 01:00,11-02-2025 02:00,138.58,245.35,40.98,18.06
11-02-2025 02:00,11-02-2025 03:00,133.24,188.2,30.64,11.15
11-02-2025 03:00,11-02-2025 04:00,102.35,141.71,27.8,12.91
11-02-2025 04:00,11-02-2025 05:00,89.73,133.26,34.71,15.38
11-02-2025 05:00,11-02-2025 06:00,104.22,154.26,40.62,14.26
11-02-2025 06:00,11-02-2025 07:00,112.8,217.38,39.44,21.34
11-02-2025 07:00,11-02-2025 08:00,123.6,223.34,44.56,31.06
11-02-2025 08:00,11-02-2025 09:00,118.62,221.01,39.41,43.34
11-02-2025 09:00,11-02-2025 10:00,114.47,215.87,32.96,32.42
11-02-2025 10:00,11-02-2025 11:00,176.02,197.89,22.63,14.5
11-02-2025 11:00,11-02-2025 12:00,154.04,185.89,32.98,49.64
11-02-2025 12:00,11-02-2025 13:00,101.12,148.83,24.93,20.26
11-02-2025 13:00,11-02-2025 14:00,61.92,120.78,21.59,21.45
11-02-2025 14:00,11-02-2025 15:00,None,None,22.66,18.39
11-02-2025 15:00,11-02-2025 16:00,None,None,22.07,22.21
11-02-2025 16:00,11-02-2025 17:00,101.75,112.64,27.66,22.83
11-02-2025 17:00,11-02-2025 18:00,81.79,112.52,29.05,18.47
11-02-2025 18:00,11-02-2025 19:00,77.57,108.61,36.36,15.97
11-02-2025 19:00,11-02-2025 20:00,78.83,125.75,89.38,22.72
11-02-2025 20:00,11-02-2025 21:00,103.1,173.79,125.5,21.3
11-02-2025 21:00,11-02-2025 22:00,124.97,216.48,137.69,25.84
11-02-2025 22:00,11-02-2025 23:00,135.63,256.81,124.5,18.07
11-02-2025 23:00,12-02-2025 00:00,139.92,276.21,151.87,22.39
12-02-2025 00:00,12-02-2025 01:00,140.53,292.42,109.68,17.06
12-02-2025 01:00,12-02-2025 02:00,128.38,243.18,78.23,24.44
12-02-2025 02:00,12-02-2025 03:00,126.96,234.56,53.65,17.04
12-02-2025 03:00,12-02-2025 04:00,122.43,225.61,41.68,17.74
12-02-2025 04:00,12-02-2025 05:00,115.91,197.82,40.47,15.02
12-02-2025 05:00,12-02-2025 06:00,107.58,179.97,49.8,23.91
12-02-2025 06:00,12-02-2025 07:00,114.73,201.81,57.91,21.27
12-02-2025 07:00,12-02-2025 08:00,126.5,236.67,56.36,48.09
12-02-2025 08:00,12-02-2025 09:00,123.78,231.7,37.68,46.85
12-02-2025 09:00,12-02-2025 10:00,119.21,224.05,32.1,61.95
12-02-2025 10:00,12-02-2025 11:00,129.51,217.55,32.04,51.28
12-02-2025 11:00,12-02-2025 12:00,111.9,185.4,66.56,92.62
12-02-2025 12:00,12-02-2025 13:00,89.55,155.56,None,21.25
12-02-2025 13:00,12-02-2025 14:00,74.49,131.94,None,26.63
12-02-2025 14:00,12-02-2025 15:00,65.79,125.64,24.44,34.05
12-02-2025 15:00,12-02-2025 16:00,86.73,127.1,26.14,37.85
12-02-2025 16:00,12-02-2025 17:00,75.1,122.76,30.05,31.88
12-02-2025 17:00,12-02-2025 18:00,75.38,115.78,32.14,35.33
12-02-2025 18:00,12-02-2025 19:00,76.5,122.49,50.83,26.01
12-02-2025 19:00,12-02-2025 20:00,75.06,156.69,93.1,33.68
12-02-2025 20:00,12-02-2025 21:00,78.13,201.99,92.33,32.42
12-02-2025 21:00,12-02-2025 22:00,160.39,229.06,84.16,38.51
12-02-2025 22:00,12-02-2025 23:00,126.86,244.44,52.9,23.95
12-02-2025 23:00,13-02-2025 00:00,126.9,239.08,43.05,19.03
13-02-2025 00:00,13-02-2025 01:00,107.07,196.69,48.15,14.78
13-02-2025 01:00,13-02-2025 02:00,104.14,192.58,55.42,18.91
13-02-2025 02:00,13-02-2025 03:00,103.4,197.05,46.41,16.5
13-02-2025 03:00,13-02-2025 04:00,104.77,204.82,39.22,23.06
13-02-2025 04:00,13-02-2025 05:00,101.75,205.26,49.61,26.7
13-02-2025 05:00,13-02-2025 06:00,104.34,206.55,52.36,33.66
13-02-2025 06:00,13-02-2025 07:00,116.01,218.41,50.17,26.35
13-02-2025 07:00,13-02-2025 08:00,137.85,252.06,53.3,41.53
13-02-2025 08:00,13-02-2025 09:00,138.37,251.84,29.99,22.28
13-02-2025 09:00,13-02-2025 10:00,126.69,228.32,30.06,39.2
13-02-2025 10:00,13-02-2025 11:00,None,None,24.89,23.6
13-02-2025 11:00,13-02-2025 12:00,127.67,152.43,22.03,24.84
13-02-2025 12:00,13-02-2025 13:00,116.12,147.47,27.63,35.57
13-02-2025 13:00,13-02-2025 14:00,100.28,138.82,20.34,22.32
13-02-2025 14:00,13-02-2025 15:00,85.3,129.8,18.69,11.99
13-02-2025 15:00,13-02-2025 16:00,84.1,126.53,17.94,12.63
13-02-2025 16:00,13-02-2025 17:00,90.54,119.12,20.06,12.78
13-02-2025 17:00,13-02-2025 18:00,75.55,114.5,36.08,16.3
13-02-2025 18:00,13-02-2025 19:00,None,None,38.85,12.79
13-02-2025 19:00,13-02-2025 20:00,69.57,132.94,49.22,25.17
13-02-2025 20:00,13-02-2025 21:00,83.34,158.62,47.53,25.99
13-02-2025 21:00,13-02-2025 22:00,103,188.58,45.84,28.64
13-02-2025 22:00,13-02-2025 23:00,117.49,189.7,41.68,16.77
13-02-2025 23:00,14-02-2025 00:00,133.5,185.91,34.02,23.88
14-02-2025 00:00,14-02-2025 01:00,90.76,174.34,25.89,12.99
14-02-2025 01:00,14-02-2025 02:00,62.13,153.92,21.08,15.35
14-02-2025 02:00,14-02-2025 03:00,58.99,123.84,23.23,12.58
14-02-2025 03:00,14-02-2025 04:00,60.59,131.76,29.25,21.56
14-02-2025 04:00,14-02-2025 05:00,91.81,163.23,29.09,14.33
14-02-2025 05:00,14-02-2025 06:00,95.2,181.21,35.21,15.54
14-02-2025 06:00,14-02-2025 07:00,83.52,155.46,31.74,19.71
14-02-2025 07:00,14-02-2025 08:00,74.88,142.04,37.6,39.37
14-02-2025 08:00,14-02-2025 09:00,76.45,162.77,32.95,50.75
14-02-2025 09:00,14-02-2025 10:00,80.18,161.62,25.16,45.09
14-02-2025 10:00,14-02-2025 11:00,84.88,153.32,24.55,42.02
14-02-2025 11:00,14-02-2025 12:00,81.38,147.84,25.33,38.18
14-02-2025 12:00,14-02-2025 13:00,78.12,133.93,22.22,22.2
14-02-2025 13:00,14-02-2025 14:00,75.68,126.44,18.64,14.66
14-02-2025 14:00,14-02-2025 15:00,80,108.43,19.82,16.31
14-02-2025 15:00,14-02-2025 16:00,80.61,107.05,17.09,9.49
14-02-2025 16:00,14-02-2025 17:00,78.53,108.29,22.88,6.98
14-02-2025 17:00,14-02-2025 18:00,75.07,102.23,26.55,16.02
14-02-2025 18:00,14-02-2025 19:00,84.21,103.93,33.06,14.41
14-02-2025 19:00,14-02-2025 20:00,82.76,106.96,43.12,16.55
14-02-2025 20:00,14-02-2025 21:00,82.8,120.55,94.25,24.56
14-02-2025 21:00,14-02-2025 22:00,115.66,153.64,92.67,28.67
14-02-2025 22:00,14-02-2025 23:00,183.39,243.57,107.88,21.05
14-02-2025 23:00,15-02-2025 00:00,180.35,243.57,105.39,21.88
15-02-2025 00:00,15-02-2025 01:00,127.1,250.61,87.82,15.77
15-02-2025 01:00,15-02-2025 02:00,96.81,226.1,55.25,13.89
15-02-2025 02:00,15-02-2025 03:00,81.82,192.39,90.04,13.98
15-02-2025 03:00,15-02-2025 04:00,98.01,198.6,116.67,21.96
15-02-2025 04:00,15-02-2025 05:00,121.75,205.69,112.35,17.59
15-02-2025 05:00,15-02-2025 06:00,129.97,212.38,107.92,17.32
15-02-2025 06:00,15-02-2025 07:00,141.42,225.23,113.42,18.23
15-02-2025 07:00,15-02-2025 08:00,146.25,246.45,77.33,36.34
15-02-2025 08:00,15-02-2025 09:00,137.65,254.2,50.82,46.69
15-02-2025 09:00,15-02-2025 10:00,137.42,253.8,49.96,90.42
15-02-2025 10:00,15-02-2025 11:00,154.44,270.01,26.48,49.87
15-02-2025 11:00,15-02-2025 12:00,118.51,193.87,26.31,46.3
15-02-2025 12:00,15-02-2025 13:00,97.85,139.26,22.73,29.98
15-02-2025 13:00,15-02-2025 14:00,75.36,108.05,21.43,36.51
15-02-2025 14:00,15-02-2025 15:00,94.48,112.83,20.46,30.06
15-02-2025 15:00,15-02-2025 16:00,104.91,110.04,20.8,22.79
15-02-2025 16:00,15-02-2025 17:00,90.53,98.02,28.26,27.64
15-02-2025 17:00,15-02-2025 18:00,77.99,90.62,33.39,24.67
15-02-2025 18:00,15-02-2025 19:00,76.71,86.29,43.26,20.35
15-02-2025 19:00,15-02-2025 20:00,83.8,107.25,33.39,13.62
15-02-2025 20:00,15-02-2025 21:00,35.57,105.28,36.81,11.71
15-02-2025 21:00,15-02-2025 22:00,48.48,107.47,66.97,17.02
15-02-2025 22:00,15-02-2025 23:00,64.88,121.39,49.66,19.2
15-02-2025 23:00,16-02-2025 00:00,61.31,129.89,55.59,19.3
16-02-2025 00:00,16-02-2025 01:00,76.57,150.26,48.92,14.09
16-02-2025 01:00,16-02-2025 02:00,114.12,150.98,43.44,16.25
16-02-2025 02:00,16-02-2025 03:00,94.11,152.1,33.41,14.23
16-02-2025 03:00,16-02-2025 04:00,89.5,157.08,53.93,20.43
16-02-2025 04:00,16-02-2025 05:00,87.03,166.37,53.44,21.57
16-02-2025 05:00,16-02-2025 06:00,92.21,170.4,47.65,24.86
16-02-2025 06:00,16-02-2025 07:00,103.67,182.17,47.56,19.02
16-02-2025 07:00,16-02-2025 08:00,108.11,196.38,41.01,28.89
16-02-2025 08:00,16-02-2025 09:00,114.35,207.77,41.4,49.95
16-02-2025 09:00,16-02-2025 10:00,156.27,252.03,34.46,45.14
16-02-2025 10:00,16-02-2025 11:00,132.24,280.97,28.99,38.05
16-02-2025 11:00,16-02-2025 12:00,155.23,252.05,32.32,55.06
16-02-2025 12:00,16-02-2025 13:00,111.56,223.11,33.59,63.97
16-02-2025 13:00,16-02-2025 14:00,93.31,185.68,25.63,54.57
16-02-2025 14:00,16-02-2025 15:00,97.2,157.27,21.4,35.09
16-02-2025 15:00,16-02-2025 16:00,77.09,144.88,None,31.94
16-02-2025 16:00,16-02-2025 17:00,69.65,141,None,37.88
16-02-2025 17:00,16-02-2025 18:00,71.01,139.24,43.59,51.92
16-02-2025 18:00,16-02-2025 19:00,78.45,147.8,69.59,35.02
16-02-2025 19:00,16-02-2025 20:00,93.71,176.06,95.7,None
16-02-2025 20:00,16-02-2025 21:00,106.79,218.13,84.99,45.23
16-02-2025 21:00,16-02-2025 22:00,114.34,237.43,65.55,52.57
16-02-2025 22:00,16-02-2025 23:00,117.66,237.05,46.97,39.97
16-02-2025 23:00,17-02-2025 00:00,116.66,228.75,37.91,38.2
17-02-2025 00:00,17-02-2025 01:00,100.02,201.84,30.63,25.96
17-02-2025 01:00,17-02-2025 02:00,91.47,182.05,31.28,25.62
17-02-2025 02:00,17-02-2025 03:00,91.26,178.98,None,19.81
17-02-2025 03:00,17-02-2025 04:00,91.85,170.75,None,21.56
17-02-2025 04:00,17-02-2025 05:00,87.85,167.12,None,19.33
17-02-2025 05:00,17-02-2025 06:00,83.47,165.82,None,23.16
17-02-2025 06:00,17-02-2025 07:00,85.22,176.1,None,19.37
17-02-2025 07:00,17-02-2025 08:00,89.87,181.33,None,31.43
17-02-2025 08:00,17-02-2025 09:00,98.3,186.41,31.61,36.95
17-02-2025 09:00,17-02-2025 10:00,101.7,186.38,36.05,56.78
17-02-2025 10:00,17-02-2025 11:00,114.87,201,30.43,31.5
17-02-2025 11:00,17-02-2025 12:00,111.63,202.11,33.78,48.04
